   K    	  n/K   	Asymptotic Efficient
     1  	  3301  	        True        
     1  	  3302  	        True        
     1  	  3303  	        True        
     1  	  3304  	        True        
     1  	  3305  	        True        
     1  	  3306  	        True        
     1  	  3307  	        True        
     1  	  3308  	        True        
     1  	  3309  	        True        
     1  	  3310  	        True        
     1  	  3311  	        True        
     1  	  3312  	        True        
     1  	  3313  	        True        
     1  	  3314  	        True        
     1  	  3315  	        True        
     1  	  3316  	        True        
     1  	  3317  	        True        
     1  	  3318  	        True        
     1  	  3319  	        True        
     1  	  3320  	        True        
     1  	  3321  	        True        
     1  	  3322  	        True        
     1  	  3323  	        True        
     1  	  3324  	        True        
     1  	  3325  	        True        
     1  	  3326  	        True        
     1  	  3327  	        True        
     1  	  3328  	        True        
     1  	  3329  	        True        
     1  	  3330  	        True        
     1  	  3331  	        True        
     1  	  3332  	        True        
     1  	  3333  	        True        
     1  	  3334  	        True        
     1  	  3335  	        True        
     1  	  3336  	        True        
     1  	  3337  	        True        
     1  	  3338  	        True        
     1  	  3339  	        True        
     1  	  3340  	        True        
     1  	  3341  	        True        
     1  	  3342  	        True        
     1  	  3343  	        True        
     1  	  3344  	        True        
     1  	  3345  	        True        
     1  	  3346  	        True        
     1  	  3347  	        True        
     1  	  3348  	        True        
     1  	  3349  	        True        
     1  	  3350  	        True        
     1  	  3351  	        True        
     1  	  3352  	        True        
     1  	  3353  	        True        
     1  	  3354  	        True        
     1  	  3355  	        True        
     1  	  3356  	        True        
     1  	  3357  	        True        
     1  	  3358  	        True        
     1  	  3359  	        True        
     1  	  3360  	        True        
     1  	  3361  	        True        
     1  	  3362  	        True        
     1  	  3363  	        True        
     1  	  3364  	        True        
     1  	  3365  	        True        
     1  	  3366  	        True        
     1  	  3367  	        True        
     1  	  3368  	        True        
     1  	  3369  	        True        
     1  	  3370  	        True        
     1  	  3371  	        True        
     1  	  3372  	        True        
     1  	  3373  	        True        
     1  	  3374  	        True        
     1  	  3375  	        True        
     1  	  3376  	        True        
     1  	  3377  	        True        
     1  	  3378  	        True        
     1  	  3379  	        True        
     1  	  3380  	        True        
     1  	  3381  	        True        
     1  	  3382  	        True        
     1  	  3383  	        True        
     1  	  3384  	        True        
     1  	  3385  	        True        
     1  	  3386  	        True        
     1  	  3387  	        True        
     1  	  3388  	        True        
     1  	  3389  	        True        
     1  	  3390  	        True        
     1  	  3391  	        True        
     1  	  3392  	        True        
     1  	  3393  	        True        
     1  	  3394  	        True        
     1  	  3395  	        True        
     1  	  3396  	        True        
     1  	  3397  	        True        
     1  	  3398  	        True        
     1  	  3399  	        True        
     1  	  3400  	        True        
     1  	  3401  	        True        
     1  	  3402  	        True        
     1  	  3403  	        True        
     1  	  3404  	        True        
     1  	  3405  	        True        
     1  	  3406  	        True        
     1  	  3407  	        True        
     1  	  3408  	        True        
     1  	  3409  	        True        
     1  	  3410  	        True        
     1  	  3411  	        True        
     1  	  3412  	        True        
     1  	  3413  	        True        
     1  	  3414  	        True        
     1  	  3415  	        True        
     1  	  3416  	        True        
     1  	  3417  	        True        
     1  	  3418  	        True        
     1  	  3419  	        True        
     1  	  3420  	        True        
     1  	  3421  	        True        
     1  	  3422  	        True        
     1  	  3423  	        True        
     1  	  3424  	        True        
     1  	  3425  	        True        
     1  	  3426  	        True        
     1  	  3427  	        True        
     1  	  3428  	        True        
     1  	  3429  	        True        
     1  	  3430  	        True        
     1  	  3431  	        True        
     1  	  3432  	        True        
     1  	  3433  	        True        
     1  	  3434  	        True        
     1  	  3435  	        True        
     1  	  3436  	        True        
     1  	  3437  	        True        
     1  	  3438  	        True        
     1  	  3439  	        True        
     1  	  3440  	        True        
     1  	  3441  	        True        
     1  	  3442  	        True        
     1  	  3443  	        True        
     1  	  3444  	        True        
     1  	  3445  	        True        
     1  	  3446  	        True        
     1  	  3447  	        True        
     1  	  3448  	        True        
     1  	  3449  	        True        
     1  	  3450  	        True        
     1  	  3451  	        True        
     1  	  3452  	        True        
     1  	  3453  	        True        
     1  	  3454  	        True        
     1  	  3455  	        True        
     1  	  3456  	        True        
     1  	  3457  	        True        
     1  	  3458  	        True        
     1  	  3459  	        True        
     1  	  3460  	        True        
     1  	  3461  	        True        
     1  	  3462  	        True        
     1  	  3463  	        True        
     1  	  3464  	        True        
     1  	  3465  	        True        
     1  	  3466  	        True        
     1  	  3467  	        True        
     1  	  3468  	        True        
     1  	  3469  	        True        
     1  	  3470  	        True        
     1  	  3471  	        True        
     1  	  3472  	        True        
     1  	  3473  	        True        
     1  	  3474  	        True        
     1  	  3475  	        True        
     1  	  3476  	        True        
     1  	  3477  	        True        
     1  	  3478  	        True        
     1  	  3479  	        True        
     1  	  3480  	        True        
     1  	  3481  	        True        
     1  	  3482  	        True        
     1  	  3483  	        True        
     1  	  3484  	        True        
     1  	  3485  	        True        
     1  	  3486  	        True        
     1  	  3487  	        True        
     1  	  3488  	        True        
     1  	  3489  	        True        
     1  	  3490  	        True        
     1  	  3491  	        True        
     1  	  3492  	        True        
     1  	  3493  	        True        
     1  	  3494  	        True        
     1  	  3495  	        True        
     1  	  3496  	        True        
     1  	  3497  	        True        
     1  	  3498  	        True        
     1  	  3499  	        True        
     1  	  3500  	        True        
     1  	  3501  	        True        
     1  	  3502  	        True        
     1  	  3503  	        True        
     1  	  3504  	        True        
     1  	  3505  	        True        
     1  	  3506  	        True        
     1  	  3507  	        True        
     1  	  3508  	        True        
     1  	  3509  	        True        
     1  	  3510  	        True        
     1  	  3511  	        True        
     1  	  3512  	        True        
     1  	  3513  	        True        
     1  	  3514  	        True        
     1  	  3515  	        True        
     1  	  3516  	        True        
     1  	  3517  	        True        
     1  	  3518  	        True        
     1  	  3519  	        True        
     1  	  3520  	        True        
     1  	  3521  	        True        
     1  	  3522  	        True        
     1  	  3523  	        True        
     1  	  3524  	        True        
     1  	  3525  	        True        
     1  	  3526  	        True        
     1  	  3527  	        True        
     1  	  3528  	        True        
     1  	  3529  	        True        
     1  	  3530  	        True        
     1  	  3531  	        True        
     1  	  3532  	        True        
     1  	  3533  	        True        
     1  	  3534  	        True        
     1  	  3535  	        True        
     1  	  3536  	        True        
     1  	  3537  	        True        
     1  	  3538  	        True        
     1  	  3539  	        True        
     1  	  3540  	        True        
     1  	  3541  	        True        
     1  	  3542  	        True        
     1  	  3543  	        True        
     1  	  3544  	        True        
     1  	  3545  	        True        
     1  	  3546  	        True        
     1  	  3547  	        True        
     1  	  3548  	        True        
     1  	  3549  	        True        
     1  	  3550  	        True        
     1  	  3551  	        True        
     1  	  3552  	        True        
     1  	  3553  	        True        
     1  	  3554  	        True        
     1  	  3555  	        True        
     1  	  3556  	        True        
     1  	  3557  	        True        
     1  	  3558  	        True        
     1  	  3559  	        True        
     1  	  3560  	        True        
     1  	  3561  	        True        
     1  	  3562  	        True        
     1  	  3563  	        True        
     1  	  3564  	        True        
     1  	  3565  	        True        
     1  	  3566  	        True        
     1  	  3567  	        True        
     1  	  3568  	        True        
     1  	  3569  	        True        
     1  	  3570  	        True        
     1  	  3571  	        True        
     1  	  3572  	        True        
     1  	  3573  	        True        
     1  	  3574  	        True        
     1  	  3575  	        True        
     1  	  3576  	        True        
     1  	  3577  	        True        
     1  	  3578  	        True        
     1  	  3579  	        True        
     1  	  3580  	        True        
     1  	  3581  	        True        
     1  	  3582  	        True        
     1  	  3583  	        True        
     1  	  3584  	        True        
     1  	  3585  	        True        
     1  	  3586  	        True        
     1  	  3587  	        True        
     1  	  3588  	        True        
     1  	  3589  	        True        
     1  	  3590  	        True        
     1  	  3591  	        True        
     1  	  3592  	        True        
     1  	  3593  	        True        
     1  	  3594  	        True        
     1  	  3595  	        True        
     1  	  3596  	        True        
     1  	  3597  	        True        
     1  	  3598  	        True        
     1  	  3599  	        True        
     1  	  3600  	        True        
     1  	  3601  	        True        
     1  	  3602  	        True        
     1  	  3603  	        True        
     1  	  3604  	        True        
     1  	  3605  	        True        
     1  	  3606  	        True        
     1  	  3607  	        True        
     1  	  3608  	        True        
     1  	  3609  	        True        
     1  	  3610  	        True        
     1  	  3611  	        True        
     1  	  3612  	        True        
     1  	  3613  	        True        
     1  	  3614  	        True        
     1  	  3615  	        True        
     1  	  3616  	        True        
     1  	  3617  	        True        
     1  	  3618  	        True        
     1  	  3619  	        True        
     1  	  3620  	        True        
     1  	  3621  	        True        
     1  	  3622  	        True        
     1  	  3623  	        True        
     1  	  3624  	        True        
     1  	  3625  	        True        
     1  	  3626  	        True        
     1  	  3627  	        True        
     1  	  3628  	        True        
     1  	  3629  	        True        
     1  	  3630  	        True        
     1  	  3631  	        True        
     1  	  3632  	        True        
     1  	  3633  	        True        
     1  	  3634  	        True        
     1  	  3635  	        True        
     1  	  3636  	        True        
     1  	  3637  	        True        
     1  	  3638  	        True        
     1  	  3639  	        True        
     1  	  3640  	        True        
     1  	  3641  	        True        
     1  	  3642  	        True        
     1  	  3643  	        True        
     1  	  3644  	        True        
     1  	  3645  	        True        
     1  	  3646  	        True        
     1  	  3647  	        True        
     1  	  3648  	        True        
     1  	  3649  	        True        
     1  	  3650  	        True        
     1  	  3651  	        True        
     1  	  3652  	        True        
     1  	  3653  	        True        
     1  	  3654  	        True        
     1  	  3655  	        True        
     1  	  3656  	        True        
     1  	  3657  	        True        
     1  	  3658  	        True        
     1  	  3659  	        True        
     1  	  3660  	        True        
     1  	  3661  	        True        
     1  	  3662  	        True        
     1  	  3663  	        True        
     1  	  3664  	        True        
     1  	  3665  	        True        
     1  	  3666  	        True        
     1  	  3667  	        True        
     1  	  3668  	        True        
     1  	  3669  	        True        
     1  	  3670  	        True        
     1  	  3671  	        True        
     1  	  3672  	        True        
     1  	  3673  	        True        
     1  	  3674  	        True        
     1  	  3675  	        True        
     1  	  3676  	        True        
     1  	  3677  	        True        
     1  	  3678  	        True        
     1  	  3679  	        True        
     1  	  3680  	        True        
     1  	  3681  	        True        
     1  	  3682  	        True        
     1  	  3683  	        True        
     1  	  3684  	        True        
     1  	  3685  	        True        
     1  	  3686  	        True        
     1  	  3687  	        True        
     1  	  3688  	        True        
     1  	  3689  	        True        
     1  	  3690  	        True        
     1  	  3691  	        True        
     1  	  3692  	        True        
     1  	  3693  	        True        
     1  	  3694  	        True        
     1  	  3695  	        True        
     1  	  3696  	        True        
     1  	  3697  	        True        
     1  	  3698  	        True        
     1  	  3699  	        True        
     1  	  3700  	        True        
     1  	  3701  	        True        
     1  	  3702  	        True        
     1  	  3703  	        True        
     1  	  3704  	        True        
     1  	  3705  	        True        
     1  	  3706  	        True        
     1  	  3707  	        True        
     1  	  3708  	        True        
     1  	  3709  	        True        
     1  	  3710  	        True        
     1  	  3711  	        True        
     1  	  3712  	        True        
     1  	  3713  	        True        
     1  	  3714  	        True        
     1  	  3715  	        True        
     1  	  3716  	        True        
     1  	  3717  	        True        
     1  	  3718  	        True        
     1  	  3719  	        True        
     1  	  3720  	        True        
     1  	  3721  	        True        
     1  	  3722  	        True        
     1  	  3723  	        True        
     1  	  3724  	        True        
     1  	  3725  	        True        
     1  	  3726  	        True        
     1  	  3727  	        True        
     1  	  3728  	        True        
     1  	  3729  	        True        
     1  	  3730  	        True        
     1  	  3731  	        True        
     1  	  3732  	        True        
     1  	  3733  	        True        
     1  	  3734  	        True        
     1  	  3735  	        True        
     1  	  3736  	        True        
     1  	  3737  	        True        
     1  	  3738  	        True        
     1  	  3739  	        True        
     1  	  3740  	        True        
     1  	  3741  	        True        
     1  	  3742  	        True        
     1  	  3743  	        True        
     1  	  3744  	        True        
     1  	  3745  	        True        
     1  	  3746  	        True        
     1  	  3747  	        True        
     1  	  3748  	        True        
     1  	  3749  	        True        
     1  	  3750  	        True        
     1  	  3751  	        True        
     1  	  3752  	        True        
     1  	  3753  	        True        
     1  	  3754  	        True        
     1  	  3755  	        True        
     1  	  3756  	        True        
     1  	  3757  	        True        
     1  	  3758  	        True        
     1  	  3759  	        True        
     1  	  3760  	        True        
     1  	  3761  	        True        
     1  	  3762  	        True        
     1  	  3763  	        True        
     1  	  3764  	        True        
     1  	  3765  	        True        
     1  	  3766  	        True        
     1  	  3767  	        True        
     1  	  3768  	        True        
     1  	  3769  	        True        
     1  	  3770  	        True        
     1  	  3771  	        True        
     1  	  3772  	        True        
     1  	  3773  	        True        
     1  	  3774  	        True        
     1  	  3775  	        True        
     1  	  3776  	        True        
     1  	  3777  	        True        
     1  	  3778  	        True        
     1  	  3779  	        True        
     1  	  3780  	        True        
     1  	  3781  	        True        
     1  	  3782  	        True        
     1  	  3783  	        True        
     1  	  3784  	        True        
     1  	  3785  	        True        
     1  	  3786  	        True        
     1  	  3787  	        True        
     1  	  3788  	        True        
     1  	  3789  	        True        
     1  	  3790  	        True        
     1  	  3791  	        True        
     1  	  3792  	        True        
     1  	  3793  	        True        
     1  	  3794  	        True        
     1  	  3795  	        True        
     1  	  3796  	        True        
     1  	  3797  	        True        
     1  	  3798  	        True        
     1  	  3799  	        True        
     1  	  3800  	        True        
     1  	  3801  	        True        
     1  	  3802  	        True        
     1  	  3803  	        True        
     1  	  3804  	        True        
     1  	  3805  	        True        
     1  	  3806  	        True        
     1  	  3807  	        True        
     1  	  3808  	        True        
     1  	  3809  	        True        
     1  	  3810  	        True        
     1  	  3811  	        True        
     1  	  3812  	        True        
     1  	  3813  	        True        
     1  	  3814  	        True        
     1  	  3815  	        True        
     1  	  3816  	        True        
     1  	  3817  	        True        
     1  	  3818  	        True        
     1  	  3819  	        True        
     1  	  3820  	        True        
     1  	  3821  	        True        
     1  	  3822  	        True        
     1  	  3823  	        True        
     1  	  3824  	        True        
     1  	  3825  	        True        
     1  	  3826  	        True        
     1  	  3827  	        True        
     1  	  3828  	        True        
     1  	  3829  	        True        
     1  	  3830  	        True        
     1  	  3831  	        True        
     1  	  3832  	        True        
     1  	  3833  	        True        
     1  	  3834  	        True        
     1  	  3835  	        True        
     1  	  3836  	        True        
     1  	  3837  	        True        
     1  	  3838  	        True        
     1  	  3839  	        True        
     1  	  3840  	        True        
     1  	  3841  	        True        
     1  	  3842  	        True        
     1  	  3843  	        True        
     1  	  3844  	        True        
     1  	  3845  	        True        
     1  	  3846  	        True        
     1  	  3847  	        True        
     1  	  3848  	        True        
     1  	  3849  	        True        
     1  	  3850  	        True        
     1  	  3851  	        True        
     1  	  3852  	        True        
     1  	  3853  	        True        
     1  	  3854  	        True        
     1  	  3855  	        True        
     1  	  3856  	        True        
     1  	  3857  	        True        
     1  	  3858  	        True        
     1  	  3859  	        True        
     1  	  3860  	        True        
     1  	  3861  	        True        
     1  	  3862  	        True        
     1  	  3863  	        True        
     1  	  3864  	        True        
     1  	  3865  	        True        
     1  	  3866  	        True        
     1  	  3867  	        True        
     1  	  3868  	        True        
     1  	  3869  	        True        
     1  	  3870  	        True        
     1  	  3871  	        True        
     1  	  3872  	        True        
     1  	  3873  	        True        
     1  	  3874  	        True        
     1  	  3875  	        True        
     1  	  3876  	        True        
     1  	  3877  	        True        
     1  	  3878  	        True        
     1  	  3879  	        True        
     1  	  3880  	        True        
     1  	  3881  	        True        
     1  	  3882  	        True        
     1  	  3883  	        True        
     1  	  3884  	        True        
     1  	  3885  	        True        
     1  	  3886  	        True        
     1  	  3887  	        True        
     1  	  3888  	        True        
     1  	  3889  	        True        
     1  	  3890  	        True        
     1  	  3891  	        True        
     1  	  3892  	        True        
     1  	  3893  	        True        
     1  	  3894  	        True        
     1  	  3895  	        True        
     1  	  3896  	        True        
     1  	  3897  	        True        
     1  	  3898  	        True        
     1  	  3899  	        True        
     1  	  3900  	        True        
     1  	  3901  	        True        
     1  	  3902  	        True        
     1  	  3903  	        True        
     1  	  3904  	        True        
     1  	  3905  	        True        
     1  	  3906  	        True        
     1  	  3907  	        True        
     1  	  3908  	        True        
     1  	  3909  	        True        
     1  	  3910  	        True        
     1  	  3911  	        True        
     1  	  3912  	        True        
     1  	  3913  	        True        
     1  	  3914  	        True        
     1  	  3915  	        True        
     1  	  3916  	        True        
     1  	  3917  	        True        
     1  	  3918  	        True        
     1  	  3919  	        True        
     1  	  3920  	        True        
     1  	  3921  	        True        
     1  	  3922  	        True        
     1  	  3923  	        True        
     1  	  3924  	        True        
     1  	  3925  	        True        
     1  	  3926  	        True        
     1  	  3927  	        True        
     1  	  3928  	        True        
     1  	  3929  	        True        
     1  	  3930  	        True        
     1  	  3931  	        True        
     1  	  3932  	        True        
     1  	  3933  	        True        
     1  	  3934  	        True        
     1  	  3935  	        True        
     1  	  3936  	        True        
     1  	  3937  	        True        
     1  	  3938  	        True        
     1  	  3939  	        True        
     1  	  3940  	        True        
     1  	  3941  	        True        
     1  	  3942  	        True        
     1  	  3943  	        True        
     1  	  3944  	        True        
     1  	  3945  	        True        
     1  	  3946  	        True        
     1  	  3947  	        True        
     1  	  3948  	        True        
     1  	  3949  	        True        
     1  	  3950  	        True        
     1  	  3951  	        True        
     1  	  3952  	        True        
     1  	  3953  	        True        
     1  	  3954  	        True        
     1  	  3955  	        True        
     1  	  3956  	        True        
     1  	  3957  	        True        
     1  	  3958  	        True        
     1  	  3959  	        True        
     1  	  3960  	        True        
     1  	  3961  	        True        
     1  	  3962  	        True        
     1  	  3963  	        True        
     1  	  3964  	        True        
     1  	  3965  	        True        
     1  	  3966  	        True        
     1  	  3967  	        True        
     1  	  3968  	        True        
     1  	  3969  	        True        
     1  	  3970  	        True        
     1  	  3971  	        True        
     1  	  3972  	        True        
     1  	  3973  	        True        
     1  	  3974  	        True        
     1  	  3975  	        True        
     1  	  3976  	        True        
     1  	  3977  	        True        
     1  	  3978  	        True        
     1  	  3979  	        True        
     1  	  3980  	        True        
     1  	  3981  	        True        
     1  	  3982  	        True        
     1  	  3983  	        True        
     1  	  3984  	        True        
     1  	  3985  	        True        
     1  	  3986  	        True        
     1  	  3987  	        True        
     1  	  3988  	        True        
     1  	  3989  	        True        
     1  	  3990  	        True        
     1  	  3991  	        True        
     1  	  3992  	        True        
     1  	  3993  	        True        
     1  	  3994  	        True        
     1  	  3995  	        True        
     1  	  3996  	        True        
     1  	  3997  	        True        
     1  	  3998  	        True        
     1  	  3999  	        True        
