   K    	  n/K   	Asymptotic Efficient
     4  	  1151  	        True        
     4  	  1152  	        True        
     4  	  1153  	        True        
     4  	  1154  	        True        
     4  	  1155  	        True        
     4  	  1156  	        True        
     4  	  1157  	        True        
     4  	  1158  	        True        
     4  	  1159  	        True        
     4  	  1160  	        True        
     4  	  1161  	        True        
     4  	  1162  	        True        
     4  	  1163  	        True        
     4  	  1164  	        True        
     4  	  1165  	        True        
     4  	  1166  	        True        
     4  	  1167  	        True        
     4  	  1168  	        True        
     4  	  1169  	        True        
     4  	  1170  	        True        
     4  	  1171  	        True        
     4  	  1172  	        True        
     4  	  1173  	        True        
     4  	  1174  	        True        
     4  	  1175  	        True        
     4  	  1176  	        True        
     4  	  1177  	        True        
     4  	  1178  	        True        
     4  	  1179  	        True        
     4  	  1180  	        True        
     4  	  1181  	        True        
     4  	  1182  	        True        
     4  	  1183  	        True        
     4  	  1184  	        True        
     4  	  1185  	        True        
     4  	  1186  	        True        
     4  	  1187  	        True        
     4  	  1188  	        True        
     4  	  1189  	        True        
     4  	  1190  	        True        
     4  	  1191  	        True        
     4  	  1192  	        True        
     4  	  1193  	        True        
     4  	  1194  	        True        
     4  	  1195  	        True        
     4  	  1196  	        True        
     4  	  1197  	        True        
     4  	  1198  	        True        
     4  	  1199  	        True        
     4  	  1200  	        True        
     4  	  1201  	        True        
     4  	  1202  	        True        
     4  	  1203  	        True        
     4  	  1204  	        True        
     4  	  1205  	        True        
     4  	  1206  	        True        
     4  	  1207  	        True        
     4  	  1208  	        True        
     4  	  1209  	        True        
     4  	  1210  	        True        
     4  	  1211  	        True        
     4  	  1212  	        True        
     4  	  1213  	        True        
     4  	  1214  	        True        
     4  	  1215  	        True        
     4  	  1216  	        True        
     4  	  1217  	        True        
     4  	  1218  	        True        
     4  	  1219  	        True        
     4  	  1220  	        True        
     4  	  1221  	        True        
     4  	  1222  	        True        
     4  	  1223  	        True        
     4  	  1224  	        True        
     4  	  1225  	        True        
     4  	  1226  	        True        
     4  	  1227  	        True        
     4  	  1228  	        True        
     4  	  1229  	        True        
     4  	  1230  	        True        
     4  	  1231  	        True        
     4  	  1232  	        True        
     4  	  1233  	        True        
     4  	  1234  	        True        
     4  	  1235  	        True        
     4  	  1236  	        True        
     4  	  1237  	        True        
     4  	  1238  	        True        
     4  	  1239  	        True        
     4  	  1240  	        True        
     4  	  1241  	        True        
     4  	  1242  	        True        
     4  	  1243  	        True        
     4  	  1244  	        True        
     4  	  1245  	        True        
     4  	  1246  	        True        
     4  	  1247  	        True        
     4  	  1248  	        True        
     4  	  1249  	        True        
     4  	  1250  	        True        
     3  	  1251  	        True        
     3  	  1252  	        True        
     3  	  1253  	        True        
     3  	  1254  	        True        
     3  	  1255  	        True        
     3  	  1256  	        True        
     3  	  1257  	        True        
     3  	  1258  	        True        
     3  	  1259  	        True        
     3  	  1260  	        True        
     3  	  1261  	        True        
     3  	  1262  	        True        
     3  	  1263  	        True        
     3  	  1264  	        True        
     3  	  1265  	        True        
     3  	  1266  	        True        
     3  	  1267  	        True        
     3  	  1268  	        True        
     3  	  1269  	        True        
     3  	  1270  	        True        
     3  	  1271  	        True        
     3  	  1272  	        True        
     3  	  1273  	        True        
     3  	  1274  	        True        
     3  	  1275  	        True        
     3  	  1276  	        True        
     3  	  1277  	        True        
     3  	  1278  	        True        
     3  	  1279  	        True        
     3  	  1280  	        True        
     3  	  1281  	        True        
     3  	  1282  	        True        
     3  	  1283  	        True        
     3  	  1284  	        True        
     3  	  1285  	        True        
     3  	  1286  	        True        
     3  	  1287  	        True        
     3  	  1288  	        True        
     3  	  1289  	        True        
     3  	  1290  	        True        
     3  	  1291  	        True        
     3  	  1292  	        True        
     3  	  1293  	        True        
     3  	  1294  	        True        
     3  	  1295  	        True        
     3  	  1296  	        True        
     3  	  1297  	        True        
     3  	  1298  	        True        
     3  	  1299  	        True        
     3  	  1300  	        True        
     3  	  1301  	        True        
     3  	  1302  	        True        
     3  	  1303  	        True        
     3  	  1304  	        True        
     3  	  1305  	        True        
     3  	  1306  	        True        
     3  	  1307  	        True        
     3  	  1308  	        True        
     3  	  1309  	        True        
     3  	  1310  	        True        
     3  	  1311  	        True        
     3  	  1312  	        True        
     3  	  1313  	        True        
     3  	  1314  	        True        
     3  	  1315  	        True        
     3  	  1316  	        True        
     3  	  1317  	        True        
     3  	  1318  	        True        
     3  	  1319  	        True        
     3  	  1320  	        True        
     3  	  1321  	        True        
     3  	  1322  	        True        
     3  	  1323  	        True        
     3  	  1324  	        True        
     3  	  1325  	        True        
     3  	  1326  	        True        
     3  	  1327  	        True        
     3  	  1328  	        True        
     3  	  1329  	        True        
     3  	  1330  	        True        
     3  	  1331  	        True        
     3  	  1332  	        True        
     3  	  1333  	        True        
     3  	  1334  	        True        
     3  	  1335  	        True        
     3  	  1336  	        True        
     3  	  1337  	        True        
     3  	  1338  	        True        
     3  	  1339  	        True        
     3  	  1340  	        True        
     3  	  1341  	        True        
     3  	  1342  	        True        
     3  	  1343  	        True        
     3  	  1344  	        True        
     3  	  1345  	        True        
     3  	  1346  	        True        
     3  	  1347  	        True        
     3  	  1348  	        True        
     3  	  1349  	        True        
     3  	  1350  	        True        
     3  	  1351  	        True        
     3  	  1352  	        True        
     3  	  1353  	        True        
     3  	  1354  	        True        
     3  	  1355  	        True        
     3  	  1356  	        True        
     3  	  1357  	        True        
     3  	  1358  	        True        
     3  	  1359  	        True        
     3  	  1360  	        True        
     3  	  1361  	        True        
     3  	  1362  	        True        
     3  	  1363  	        True        
     3  	  1364  	        True        
     3  	  1365  	        True        
     3  	  1366  	        True        
     3  	  1367  	        True        
     3  	  1368  	        True        
     3  	  1369  	        True        
     3  	  1370  	        True        
     3  	  1371  	        True        
     3  	  1372  	        True        
     3  	  1373  	        True        
     3  	  1374  	        True        
     3  	  1375  	        True        
     3  	  1376  	        True        
     3  	  1377  	        True        
     3  	  1378  	        True        
     3  	  1379  	        True        
     3  	  1380  	        True        
     3  	  1381  	        True        
     3  	  1382  	        True        
     3  	  1383  	        True        
     3  	  1384  	        True        
     3  	  1385  	        True        
     3  	  1386  	        True        
     3  	  1387  	        True        
     3  	  1388  	        True        
     3  	  1389  	        True        
     3  	  1390  	        True        
     3  	  1391  	        True        
     3  	  1392  	        True        
     3  	  1393  	        True        
     3  	  1394  	        True        
     3  	  1395  	        True        
     3  	  1396  	        True        
     3  	  1397  	        True        
     3  	  1398  	        True        
     3  	  1399  	        True        
     3  	  1400  	        True        
     3  	  1401  	        True        
     3  	  1402  	        True        
     3  	  1403  	        True        
     3  	  1404  	        True        
     3  	  1405  	        True        
     3  	  1406  	        True        
     3  	  1407  	        True        
     3  	  1408  	        True        
     3  	  1409  	        True        
     3  	  1410  	        True        
     3  	  1411  	        True        
     3  	  1412  	        True        
     3  	  1413  	        True        
     3  	  1414  	        True        
     3  	  1415  	        True        
     3  	  1416  	        True        
     3  	  1417  	        True        
     3  	  1418  	        True        
     3  	  1419  	        True        
     3  	  1420  	        True        
     3  	  1421  	        True        
     3  	  1422  	        True        
     3  	  1423  	        True        
     3  	  1424  	        True        
     3  	  1425  	        True        
     3  	  1426  	        True        
     3  	  1427  	        True        
     3  	  1428  	        True        
     3  	  1429  	        True        
     3  	  1430  	        True        
     3  	  1431  	        True        
     3  	  1432  	        True        
     3  	  1433  	        True        
     3  	  1434  	        True        
     3  	  1435  	        True        
     3  	  1436  	        True        
     3  	  1437  	        True        
     3  	  1438  	        True        
     3  	  1439  	        True        
     3  	  1440  	        True        
     3  	  1441  	        True        
     3  	  1442  	        True        
     3  	  1443  	        True        
     3  	  1444  	        True        
     3  	  1445  	        True        
     3  	  1446  	        True        
     3  	  1447  	        True        
     3  	  1448  	        True        
     3  	  1449  	        True        
     3  	  1450  	        True        
     3  	  1451  	        True        
     3  	  1452  	        True        
     3  	  1453  	        True        
     3  	  1454  	        True        
     3  	  1455  	        True        
     3  	  1456  	        True        
     3  	  1457  	        True        
     3  	  1458  	        True        
     3  	  1459  	        True        
     3  	  1460  	        True        
     3  	  1461  	        True        
     3  	  1462  	        True        
     3  	  1463  	        True        
     3  	  1464  	        True        
     3  	  1465  	        True        
     3  	  1466  	        True        
     3  	  1467  	        True        
     3  	  1468  	        True        
     3  	  1469  	        True        
     3  	  1470  	        True        
     3  	  1471  	        True        
     3  	  1472  	        True        
     3  	  1473  	        True        
     3  	  1474  	        True        
     3  	  1475  	        True        
     3  	  1476  	        True        
     3  	  1477  	        True        
     3  	  1478  	        True        
     3  	  1479  	        True        
     3  	  1480  	        True        
     3  	  1481  	        True        
     3  	  1482  	        True        
     3  	  1483  	        True        
     3  	  1484  	        True        
     3  	  1485  	        True        
     3  	  1486  	        True        
     3  	  1487  	        True        
     3  	  1488  	        True        
     3  	  1489  	        True        
     3  	  1490  	        True        
     3  	  1491  	        True        
     3  	  1492  	        True        
     3  	  1493  	        True        
     3  	  1494  	        True        
     3  	  1495  	        True        
     3  	  1496  	        True        
     3  	  1497  	        True        
     3  	  1498  	        True        
     3  	  1499  	        True        
     3  	  1500  	        True        
     3  	  1501  	        True        
     3  	  1502  	        True        
     3  	  1503  	        True        
     3  	  1504  	        True        
     3  	  1505  	        True        
     3  	  1506  	        True        
     3  	  1507  	        True        
     3  	  1508  	        True        
     3  	  1509  	        True        
     3  	  1510  	        True        
     3  	  1511  	        True        
     3  	  1512  	        True        
     3  	  1513  	        True        
     3  	  1514  	        True        
     3  	  1515  	        True        
     3  	  1516  	        True        
     3  	  1517  	        True        
     3  	  1518  	        True        
     3  	  1519  	        True        
     3  	  1520  	        True        
     3  	  1521  	        True        
     3  	  1522  	        True        
     3  	  1523  	        True        
     3  	  1524  	        True        
     3  	  1525  	        True        
     3  	  1526  	        True        
     3  	  1527  	        True        
     3  	  1528  	        True        
     3  	  1529  	        True        
     3  	  1530  	        True        
     3  	  1531  	        True        
     3  	  1532  	        True        
     3  	  1533  	        True        
     3  	  1534  	        True        
     3  	  1535  	        True        
     3  	  1536  	        True        
     3  	  1537  	        True        
     3  	  1538  	        True        
     3  	  1539  	        True        
     3  	  1540  	        True        
     3  	  1541  	        True        
     3  	  1542  	        True        
     3  	  1543  	        True        
     3  	  1544  	        True        
     3  	  1545  	        True        
     3  	  1546  	        True        
     3  	  1547  	        True        
     3  	  1548  	        True        
     3  	  1549  	        True        
     3  	  1550  	        True        
     3  	  1551  	        True        
     3  	  1552  	        True        
     3  	  1553  	        True        
     3  	  1554  	        True        
     3  	  1555  	        True        
     3  	  1556  	        True        
     3  	  1557  	        True        
     3  	  1558  	        True        
     3  	  1559  	        True        
     3  	  1560  	        True        
     3  	  1561  	        True        
     3  	  1562  	        True        
     3  	  1563  	        True        
     3  	  1564  	        True        
     3  	  1565  	        True        
     3  	  1566  	        True        
     3  	  1567  	        True        
     3  	  1568  	        True        
     3  	  1569  	        True        
     3  	  1570  	        True        
     3  	  1571  	        True        
     3  	  1572  	        True        
     3  	  1573  	        True        
     3  	  1574  	        True        
     3  	  1575  	        True        
     3  	  1576  	        True        
     3  	  1577  	        True        
     3  	  1578  	        True        
     3  	  1579  	        True        
     3  	  1580  	        True        
     3  	  1581  	        True        
     3  	  1582  	        True        
     3  	  1583  	        True        
     3  	  1584  	        True        
     3  	  1585  	        True        
     3  	  1586  	        True        
     3  	  1587  	        True        
     3  	  1588  	        True        
     3  	  1589  	        True        
     3  	  1590  	        True        
     3  	  1591  	        True        
     3  	  1592  	        True        
     3  	  1593  	        True        
     3  	  1594  	        True        
     3  	  1595  	        True        
     3  	  1596  	        True        
     3  	  1597  	        True        
     3  	  1598  	        True        
     3  	  1599  	        True        
     3  	  1600  	        True        
     3  	  1601  	        True        
     3  	  1602  	        True        
     3  	  1603  	        True        
     3  	  1604  	        True        
     3  	  1605  	        True        
     3  	  1606  	        True        
     3  	  1607  	        True        
     3  	  1608  	        True        
     3  	  1609  	        True        
     3  	  1610  	        True        
     3  	  1611  	        True        
     3  	  1612  	        True        
     3  	  1613  	        True        
     3  	  1614  	        True        
     3  	  1615  	        True        
     3  	  1616  	        True        
     3  	  1617  	        True        
     3  	  1618  	        True        
     3  	  1619  	        True        
     3  	  1620  	        True        
     3  	  1621  	        True        
     3  	  1622  	        True        
     3  	  1623  	        True        
     3  	  1624  	        True        
     3  	  1625  	        True        
     3  	  1626  	        True        
     3  	  1627  	        True        
     3  	  1628  	        True        
     3  	  1629  	        True        
     3  	  1630  	        True        
     3  	  1631  	        True        
     3  	  1632  	        True        
     3  	  1633  	        True        
     3  	  1634  	        True        
     3  	  1635  	        True        
     3  	  1636  	        True        
     3  	  1637  	        True        
     3  	  1638  	        True        
     3  	  1639  	        True        
     3  	  1640  	        True        
     3  	  1641  	        True        
     3  	  1642  	        True        
     3  	  1643  	        True        
     3  	  1644  	        True        
     3  	  1645  	        True        
     3  	  1646  	        True        
     3  	  1647  	        True        
     3  	  1648  	        True        
     3  	  1649  	        True        
     3  	  1650  	        True        
     3  	  1651  	        True        
     3  	  1652  	        True        
     3  	  1653  	        True        
     3  	  1654  	        True        
     3  	  1655  	        True        
     3  	  1656  	        True        
     3  	  1657  	        True        
     3  	  1658  	        True        
     3  	  1659  	        True        
     3  	  1660  	        True        
     3  	  1661  	        True        
     3  	  1662  	        True        
     3  	  1663  	        True        
     3  	  1664  	        True        
     3  	  1665  	        True        
     3  	  1666  	        True        
     2  	  1667  	        True        
     2  	  1668  	        True        
     2  	  1669  	        True        
     2  	  1670  	        True        
     2  	  1671  	        True        
     2  	  1672  	        True        
     2  	  1673  	        True        
     2  	  1674  	        True        
     2  	  1675  	        True        
     2  	  1676  	        True        
     2  	  1677  	        True        
     2  	  1678  	        True        
     2  	  1679  	        True        
     2  	  1680  	        True        
     2  	  1681  	        True        
     2  	  1682  	        True        
     2  	  1683  	        True        
     2  	  1684  	        True        
     2  	  1685  	        True        
     2  	  1686  	        True        
     2  	  1687  	        True        
     2  	  1688  	        True        
     2  	  1689  	        True        
     2  	  1690  	        True        
     2  	  1691  	        True        
     2  	  1692  	        True        
     2  	  1693  	        True        
     2  	  1694  	        True        
     2  	  1695  	        True        
     2  	  1696  	        True        
     2  	  1697  	        True        
     2  	  1698  	        True        
     2  	  1699  	        True        
     2  	  1700  	        True        
     2  	  1701  	        True        
     2  	  1702  	        True        
     2  	  1703  	        True        
     2  	  1704  	        True        
     2  	  1705  	        True        
     2  	  1706  	        True        
     2  	  1707  	        True        
     2  	  1708  	        True        
     2  	  1709  	        True        
     2  	  1710  	        True        
     2  	  1711  	        True        
     2  	  1712  	        True        
     2  	  1713  	        True        
     2  	  1714  	        True        
     2  	  1715  	        True        
     2  	  1716  	        True        
     2  	  1717  	        True        
     2  	  1718  	        True        
     2  	  1719  	        True        
     2  	  1720  	        True        
     2  	  1721  	        True        
     2  	  1722  	        True        
     2  	  1723  	        True        
     2  	  1724  	        True        
     2  	  1725  	        True        
     2  	  1726  	        True        
     2  	  1727  	        True        
     2  	  1728  	        True        
     2  	  1729  	        True        
     2  	  1730  	        True        
     2  	  1731  	        True        
     2  	  1732  	        True        
     2  	  1733  	        True        
     2  	  1734  	        True        
     2  	  1735  	        True        
     2  	  1736  	        True        
     2  	  1737  	        True        
     2  	  1738  	        True        
     2  	  1739  	        True        
     2  	  1740  	        True        
     2  	  1741  	        True        
     2  	  1742  	        True        
     2  	  1743  	        True        
     2  	  1744  	        True        
     2  	  1745  	        True        
     2  	  1746  	        True        
     2  	  1747  	        True        
     2  	  1748  	        True        
     2  	  1749  	        True        
     2  	  1750  	        True        
     2  	  1751  	        True        
     2  	  1752  	        True        
     2  	  1753  	        True        
     2  	  1754  	        True        
     2  	  1755  	        True        
     2  	  1756  	        True        
     2  	  1757  	        True        
     2  	  1758  	        True        
     2  	  1759  	        True        
     2  	  1760  	        True        
     2  	  1761  	        True        
     2  	  1762  	        True        
     2  	  1763  	        True        
     2  	  1764  	        True        
     2  	  1765  	        True        
     2  	  1766  	        True        
     2  	  1767  	        True        
     2  	  1768  	        True        
     2  	  1769  	        True        
     2  	  1770  	        True        
     2  	  1771  	        True        
     2  	  1772  	        True        
     2  	  1773  	        True        
     2  	  1774  	        True        
     2  	  1775  	        True        
     2  	  1776  	        True        
     2  	  1777  	        True        
     2  	  1778  	        True        
     2  	  1779  	        True        
     2  	  1780  	        True        
     2  	  1781  	        True        
     2  	  1782  	        True        
     2  	  1783  	        True        
     2  	  1784  	        True        
     2  	  1785  	        True        
     2  	  1786  	        True        
     2  	  1787  	        True        
     2  	  1788  	        True        
     2  	  1789  	        True        
     2  	  1790  	        True        
     2  	  1791  	        True        
     2  	  1792  	        True        
     2  	  1793  	        True        
     2  	  1794  	        True        
     2  	  1795  	        True        
     2  	  1796  	        True        
     2  	  1797  	        True        
     2  	  1798  	        True        
     2  	  1799  	        True        
     2  	  1800  	        True        
     2  	  1801  	        True        
     2  	  1802  	        True        
     2  	  1803  	        True        
     2  	  1804  	        True        
     2  	  1805  	        True        
     2  	  1806  	        True        
     2  	  1807  	        True        
     2  	  1808  	        True        
     2  	  1809  	        True        
     2  	  1810  	        True        
     2  	  1811  	        True        
     2  	  1812  	        True        
     2  	  1813  	        True        
     2  	  1814  	        True        
     2  	  1815  	        True        
     2  	  1816  	        True        
     2  	  1817  	        True        
     2  	  1818  	        True        
     2  	  1819  	        True        
     2  	  1820  	        True        
     2  	  1821  	        True        
     2  	  1822  	        True        
     2  	  1823  	        True        
     2  	  1824  	        True        
     2  	  1825  	        True        
     2  	  1826  	        True        
     2  	  1827  	        True        
     2  	  1828  	        True        
     2  	  1829  	        True        
     2  	  1830  	        True        
     2  	  1831  	        True        
     2  	  1832  	        True        
     2  	  1833  	        True        
     2  	  1834  	        True        
     2  	  1835  	        True        
     2  	  1836  	        True        
     2  	  1837  	        True        
     2  	  1838  	        True        
     2  	  1839  	        True        
     2  	  1840  	        True        
     2  	  1841  	        True        
     2  	  1842  	        True        
     2  	  1843  	        True        
     2  	  1844  	        True        
     2  	  1845  	        True        
     2  	  1846  	        True        
     2  	  1847  	        True        
     2  	  1848  	        True        
     2  	  1849  	        True        
     2  	  1850  	        True        
     2  	  1851  	        True        
     2  	  1852  	        True        
     2  	  1853  	        True        
     2  	  1854  	        True        
     2  	  1855  	        True        
     2  	  1856  	        True        
     2  	  1857  	        True        
     2  	  1858  	        True        
     2  	  1859  	        True        
     2  	  1860  	        True        
     2  	  1861  	        True        
     2  	  1862  	        True        
     2  	  1863  	        True        
     2  	  1864  	        True        
     2  	  1865  	        True        
     2  	  1866  	        True        
     2  	  1867  	        True        
     2  	  1868  	        True        
     2  	  1869  	        True        
     2  	  1870  	        True        
     2  	  1871  	        True        
     2  	  1872  	        True        
     2  	  1873  	        True        
     2  	  1874  	        True        
     2  	  1875  	        True        
     2  	  1876  	        True        
     2  	  1877  	        True        
     2  	  1878  	        True        
     2  	  1879  	        True        
     2  	  1880  	        True        
     2  	  1881  	        True        
     2  	  1882  	        True        
     2  	  1883  	        True        
     2  	  1884  	        True        
     2  	  1885  	        True        
     2  	  1886  	        True        
     2  	  1887  	        True        
     2  	  1888  	        True        
     2  	  1889  	        True        
     2  	  1890  	        True        
     2  	  1891  	        True        
     2  	  1892  	        True        
     2  	  1893  	        True        
     2  	  1894  	        True        
     2  	  1895  	        True        
     2  	  1896  	        True        
     2  	  1897  	        True        
     2  	  1898  	        True        
     2  	  1899  	        True        
     2  	  1900  	        True        
     2  	  1901  	        True        
     2  	  1902  	        True        
     2  	  1903  	        True        
     2  	  1904  	        True        
     2  	  1905  	        True        
     2  	  1906  	        True        
     2  	  1907  	        True        
     2  	  1908  	        True        
     2  	  1909  	        True        
     2  	  1910  	        True        
     2  	  1911  	        True        
     2  	  1912  	        True        
     2  	  1913  	        True        
     2  	  1914  	        True        
     2  	  1915  	        True        
     2  	  1916  	        True        
     2  	  1917  	        True        
     2  	  1918  	        True        
     2  	  1919  	        True        
     2  	  1920  	        True        
     2  	  1921  	        True        
     2  	  1922  	        True        
     2  	  1923  	        True        
     2  	  1924  	        True        
     2  	  1925  	        True        
     2  	  1926  	        True        
     2  	  1927  	        True        
     2  	  1928  	        True        
     2  	  1929  	        True        
     2  	  1930  	        True        
     2  	  1931  	        True        
     2  	  1932  	        True        
     2  	  1933  	        True        
     2  	  1934  	        True        
     2  	  1935  	        True        
     2  	  1936  	        True        
     2  	  1937  	        True        
     2  	  1938  	        True        
     2  	  1939  	        True        
     2  	  1940  	        True        
     2  	  1941  	        True        
     2  	  1942  	        True        
     2  	  1943  	        True        
     2  	  1944  	        True        
     2  	  1945  	        True        
     2  	  1946  	        True        
     2  	  1947  	        True        
     2  	  1948  	        True        
     2  	  1949  	        True        
     2  	  1950  	        True        
     2  	  1951  	        True        
     2  	  1952  	        True        
     2  	  1953  	        True        
     2  	  1954  	        True        
     2  	  1955  	        True        
     2  	  1956  	        True        
     2  	  1957  	        True        
     2  	  1958  	        True        
     2  	  1959  	        True        
     2  	  1960  	        True        
     2  	  1961  	        True        
     2  	  1962  	        True        
     2  	  1963  	        True        
     2  	  1964  	        True        
     2  	  1965  	        True        
     2  	  1966  	        True        
     2  	  1967  	        True        
     2  	  1968  	        True        
     2  	  1969  	        True        
     2  	  1970  	        True        
     2  	  1971  	        True        
     2  	  1972  	        True        
     2  	  1973  	        True        
     2  	  1974  	        True        
     2  	  1975  	        True        
     2  	  1976  	        True        
     2  	  1977  	        True        
     2  	  1978  	        True        
     2  	  1979  	        True        
     2  	  1980  	        True        
     2  	  1981  	        True        
     2  	  1982  	        True        
     2  	  1983  	        True        
     2  	  1984  	        True        
     2  	  1985  	        True        
     2  	  1986  	        True        
     2  	  1987  	        True        
     2  	  1988  	        True        
     2  	  1989  	        True        
     2  	  1990  	        True        
     2  	  1991  	        True        
     2  	  1992  	        True        
     2  	  1993  	        True        
     2  	  1994  	        True        
     2  	  1995  	        True        
     2  	  1996  	        True        
     2  	  1997  	        True        
     2  	  1998  	        True        
     2  	  1999  	        True        
     2  	  2000  	        True        
     2  	  2001  	        True        
     2  	  2002  	        True        
     2  	  2003  	        True        
     2  	  2004  	        True        
     2  	  2005  	        True        
     2  	  2006  	        True        
     2  	  2007  	        True        
     2  	  2008  	        True        
     2  	  2009  	        True        
     2  	  2010  	        True        
     2  	  2011  	        True        
     2  	  2012  	        True        
     2  	  2013  	        True        
     2  	  2014  	        True        
     2  	  2015  	        True        
     2  	  2016  	        True        
     2  	  2017  	        True        
     2  	  2018  	        True        
     2  	  2019  	        True        
     2  	  2020  	        True        
     2  	  2021  	        True        
     2  	  2022  	        True        
     2  	  2023  	        True        
     2  	  2024  	        True        
     2  	  2025  	        True        
     2  	  2026  	        True        
     2  	  2027  	        True        
     2  	  2028  	        True        
     2  	  2029  	        True        
     2  	  2030  	        True        
     2  	  2031  	        True        
     2  	  2032  	        True        
     2  	  2033  	        True        
     2  	  2034  	        True        
     2  	  2035  	        True        
     2  	  2036  	        True        
     2  	  2037  	        True        
     2  	  2038  	        True        
     2  	  2039  	        True        
     2  	  2040  	        True        
     2  	  2041  	        True        
     2  	  2042  	        True        
     2  	  2043  	        True        
     2  	  2044  	        True        
     2  	  2045  	        True        
     2  	  2046  	        True        
     2  	  2047  	        True        
     2  	  2048  	        True        
     2  	  2049  	        True        
     2  	  2050  	        True        
     2  	  2051  	        True        
     2  	  2052  	        True        
     2  	  2053  	        True        
     2  	  2054  	        True        
     2  	  2055  	        True        
     2  	  2056  	        True        
     2  	  2057  	        True        
     2  	  2058  	        True        
     2  	  2059  	        True        
     2  	  2060  	        True        
     2  	  2061  	        True        
     2  	  2062  	        True        
     2  	  2063  	        True        
     2  	  2064  	        True        
     2  	  2065  	        True        
     2  	  2066  	        True        
     2  	  2067  	        True        
     2  	  2068  	        True        
     2  	  2069  	        True        
     2  	  2070  	        True        
     2  	  2071  	        True        
     2  	  2072  	        True        
     2  	  2073  	        True        
     2  	  2074  	        True        
     2  	  2075  	        True        
     2  	  2076  	        True        
     2  	  2077  	        True        
     2  	  2078  	        True        
     2  	  2079  	        True        
     2  	  2080  	        True        
     2  	  2081  	        True        
     2  	  2082  	        True        
     2  	  2083  	        True        
     2  	  2084  	        True        
     2  	  2085  	        True        
     2  	  2086  	        True        
     2  	  2087  	        True        
     2  	  2088  	        True        
     2  	  2089  	        True        
     2  	  2090  	        True        
     2  	  2091  	        True        
     2  	  2092  	        True        
     2  	  2093  	        True        
     2  	  2094  	        True        
     2  	  2095  	        True        
     2  	  2096  	        True        
     2  	  2097  	        True        
     2  	  2098  	        True        
     2  	  2099  	        True        
     2  	  2100  	        True        
     2  	  2101  	        True        
     2  	  2102  	        True        
     2  	  2103  	        True        
     2  	  2104  	        True        
     2  	  2105  	        True        
     2  	  2106  	        True        
     2  	  2107  	        True        
     2  	  2108  	        True        
     2  	  2109  	        True        
     2  	  2110  	        True        
     2  	  2111  	        True        
     2  	  2112  	        True        
     2  	  2113  	        True        
     2  	  2114  	        True        
     2  	  2115  	        True        
     2  	  2116  	        True        
     2  	  2117  	        True        
     2  	  2118  	        True        
     2  	  2119  	        True        
     2  	  2120  	        True        
     2  	  2121  	        True        
     2  	  2122  	        True        
     2  	  2123  	        True        
     2  	  2124  	        True        
     2  	  2125  	        True        
     2  	  2126  	        True        
     2  	  2127  	        True        
     2  	  2128  	        True        
     2  	  2129  	        True        
     2  	  2130  	        True        
     2  	  2131  	        True        
     2  	  2132  	        True        
     2  	  2133  	        True        
     2  	  2134  	        True        
     2  	  2135  	        True        
     2  	  2136  	        True        
     2  	  2137  	        True        
     2  	  2138  	        True        
     2  	  2139  	        True        
     2  	  2140  	        True        
     2  	  2141  	        True        
     2  	  2142  	        True        
     2  	  2143  	        True        
     2  	  2144  	        True        
     2  	  2145  	        True        
     2  	  2146  	        True        
     2  	  2147  	        True        
     2  	  2148  	        True        
     2  	  2149  	        True        
     2  	  2150  	        True        
     2  	  2151  	        True        
     2  	  2152  	        True        
     2  	  2153  	        True        
     2  	  2154  	        True        
     2  	  2155  	        True        
     2  	  2156  	        True        
     2  	  2157  	        True        
     2  	  2158  	        True        
     2  	  2159  	        True        
     2  	  2160  	        True        
     2  	  2161  	        True        
     2  	  2162  	        True        
     2  	  2163  	        True        
     2  	  2164  	        True        
     2  	  2165  	        True        
     2  	  2166  	        True        
     2  	  2167  	        True        
     2  	  2168  	        True        
     2  	  2169  	        True        
     2  	  2170  	        True        
     2  	  2171  	        True        
     2  	  2172  	        True        
     2  	  2173  	        True        
     2  	  2174  	        True        
     2  	  2175  	        True        
     2  	  2176  	        True        
     2  	  2177  	        True        
     2  	  2178  	        True        
     2  	  2179  	        True        
     2  	  2180  	        True        
     2  	  2181  	        True        
     2  	  2182  	        True        
     2  	  2183  	        True        
     2  	  2184  	        True        
     2  	  2185  	        True        
     2  	  2186  	        True        
     2  	  2187  	        True        
     2  	  2188  	        True        
     2  	  2189  	        True        
     2  	  2190  	        True        
     2  	  2191  	        True        
     2  	  2192  	        True        
     2  	  2193  	        True        
     2  	  2194  	        True        
     2  	  2195  	        True        
     2  	  2196  	        True        
     2  	  2197  	        True        
     2  	  2198  	        True        
     2  	  2199  	        True        
     2  	  2200  	        True        
     2  	  2201  	        True        
     2  	  2202  	        True        
     2  	  2203  	        True        
     2  	  2204  	        True        
     2  	  2205  	        True        
     2  	  2206  	        True        
     2  	  2207  	        True        
     2  	  2208  	        True        
     2  	  2209  	        True        
     2  	  2210  	        True        
     2  	  2211  	        True        
     2  	  2212  	        True        
     2  	  2213  	        True        
     2  	  2214  	        True        
     2  	  2215  	        True        
     2  	  2216  	        True        
     2  	  2217  	        True        
     2  	  2218  	        True        
     2  	  2219  	        True        
     2  	  2220  	        True        
     2  	  2221  	        True        
     2  	  2222  	        True        
     2  	  2223  	        True        
     2  	  2224  	        True        
     2  	  2225  	        True        
